dataset,exam,sequence,file,slice_index,psnr,ssim
data_1,D1-003,T1,D1-003_T1FS,125,9.292314,0.419481
data_1,D1-003,T1,D1-003_T1FS,126,9.287362,0.419620
data_1,D1-003,T1,D1-003_T1FS,127,9.198818,0.420142
data_1,D1-003,T1,D1-003_T1FS,128,9.106887,0.417090
data_1,D1-003,T1,D1-003_T1FS,129,9.034110,0.413642
data_1,D1-003,T1,D1-003_T1FS,130,8.988380,0.413891
data_1,D1-003,T1,D1-003_T1FS,131,9.050604,0.413487
data_1,D1-003,T1,D1-003_T1FS,132,9.085713,0.414920
data_1,D1-003,T1,D1-003_T1FS,133,9.158933,0.415451
data_1,D1-003,T1,D1-003_T1FS,134,9.119933,0.415622
data_1,D1-003,T1,D1-003_T1FS,135,9.023181,0.414505
data_1,D1-003,T1,D1-003_T1FS,136,8.948146,0.416572
data_1,D1-003,T1,D1-003_T1FS,137,8.972184,0.414588
data_1,D1-003,T1,D1-003_T1FS,138,9.027250,0.414638
data_1,D1-003,T1,D1-003_T1FS,139,9.118607,0.414387
data_1,D1-003,T1,D1-003_T1FS,140,9.199827,0.417023
data_1,D1-003,T1,D1-003_T1FS,141,9.315430,0.421126
data_1,D1-003,T1,D1-003_T1FS,142,9.355916,0.424466
data_1,D1-003,T1,D1-003_T1FS,143,9.366833,0.425212
data_1,D1-003,T1,D1-003_T1FS,144,9.432419,0.425720
data_1,D1-003,T1,D1-003_T1FS,145,9.543125,0.427734
data_1,D1-003,T1,D1-003_T1FS,146,9.558943,0.431834
data_1,D1-003,T1,D1-003_T1FS,147,9.576046,0.432155
data_1,D1-003,T1,D1-003_T1FS,148,9.638751,0.435361
data_1,D1-003,T1,D1-003_T1FS,149,9.748686,0.436871
data_1,D1-003,T1,D1-003_T1FS,150,9.858535,0.438995
data_1,D1-003,T1,D1-003_T1FS,151,9.921773,0.440747
data_1,D1-003,T1,D1-003_T1FS,152,9.925287,0.439156
data_1,D1-003,T1,D1-003_T1FS,153,10.005022,0.440707
data_1,D1-003,T1,D1-003_T1FS,154,10.048165,0.438797
data_1,D1-003,T1,D1-003_T1FS,155,10.052367,0.436098
data_1,D1-003,T1,D1-003_T1FS,156,10.085568,0.435440
data_1,D1-003,T1,D1-003_T1FS,157,10.164374,0.434921
data_1,D1-003,T1,D1-003_T1FS,158,10.227647,0.434364
data_1,D1-003,T1,D1-003_T1FS,159,10.297813,0.434771
data_1,D1-003,T1,D1-003_T1FS,160,10.345043,0.432228
data_1,D1-003,T1,D1-003_T1FS,161,10.337684,0.430474
data_1,D1-003,T1,D1-003_T1FS,162,10.352942,0.428542
data_1,D1-003,T1,D1-003_T1FS,163,10.328824,0.426496
data_1,D1-003,T1,D1-003_T1FS,164,10.348173,0.425127
data_1,D1-003,T1,D1-003_T1FS,165,10.454152,0.425189
data_1,D1-003,T1,D1-003_T1FS,166,10.649362,0.441285
data_1,D1-003,T1,D1-003_T1FS,167,10.819506,0.485870
data_1,D1-003,T1,D1-003_T1FS,168,11.497924,0.544412
data_1,D1-003,T1,D1-003_T1FS,169,11.846897,0.611611
data_1,D1-003,T2,D1-003_T2,0,7.096275,0.145253
data_1,D1-003,T2,D1-003_T2,1,7.096371,0.131742
data_1,D1-003,T2,D1-003_T2,2,7.057508,0.118203
data_1,D1-003,T2,D1-003_T2,3,7.024709,0.109807
data_1,D1-003,T2,D1-003_T2,4,7.001051,0.100911
data_1,D1-003,T2,D1-003_T2,5,7.096307,0.101291
data_1,D1-003,T2,D1-003_T2,6,7.240280,0.099340
data_1,D1-003,T2,D1-003_T2,7,7.258511,0.099308
data_1,D1-003,T2,D1-003_T2,8,7.195099,0.096024
data_1,D1-003,T2,D1-003_T2,9,7.025752,0.096260
data_1,D1-003,T2,D1-003_T2,10,6.783723,0.092859
data_1,D1-003,T2,D1-003_T2,11,6.687091,0.096521
data_1,D1-003,T2,D1-003_T2,12,6.629092,0.095603
data_1,D1-003,T2,D1-003_T2,13,6.725478,0.096817
data_1,D1-003,T2,D1-003_T2,14,6.723202,0.099805
data_1,D1-003,T2,D1-003_T2,15,6.482927,0.102455
data_1,D1-003,T2,D1-003_T2,16,6.253726,0.099402
data_1,D1-003,T2,D1-003_T2,17,6.071552,0.099776
data_1,D1-003,T2,D1-003_T2,18,5.932355,0.098153
data_1,D1-003,T2,D1-003_T2,19,5.768448,0.093094
data_1,D1-003,T2,D1-003_T2,20,5.566270,0.093583
data_1,D1-003,T2,D1-003_T2,21,5.378105,0.096340
data_1,D1-003,T2,D1-003_T2,22,5.510402,0.099802
data_1,D1-003,T2,D1-003_T2,23,5.732551,0.099397
data_1,D1-003,T2,D1-003_T2,24,5.992599,0.109892
data_1,D1-003,T2,D1-003_T2,25,6.016427,0.116060
data_1,D1-003,T2,D1-003_T2,26,5.904138,0.114760
data_1,D1-003,T2,D1-003_T2,27,6.101455,0.121913
data_1,D1-003,T2,D1-003_T2,28,6.494345,0.125289
data_1,D1-003,T2,D1-003_T2,29,6.395082,0.124654
data_1,D1-003,T2,D1-003_T2,30,6.403076,0.122003
data_1,D1-003,T2,D1-003_T2,31,6.500027,0.121532
data_1,D1-003,T2,D1-003_T2,32,6.558820,0.123550
data_1,D1-003,T2,D1-003_T2,33,6.297966,0.120995
data_1,D1-003,T2,D1-003_T2,34,6.222163,0.113411
data_1,D1-003,T2,D1-003_T2,35,6.225098,0.107810
data_1,D1-003,T2,D1-003_T2,36,5.935976,0.101825
data_1,D1-003,T2,D1-003_T2,37,6.064766,0.101070
data_1,D1-003,T2,D1-003_T2,38,6.225241,0.104404
data_1,D1-003,T2,D1-003_T2,39,6.316424,0.107415
data_1,D1-003,T2,D1-003_T2,40,6.155623,0.108865
data_1,D1-003,T2,D1-003_T2,41,6.229552,0.116267
data_1,D1-003,T2,D1-003_T2,42,6.338169,0.122341
data_1,D1-003,T2,D1-003_T2,43,6.338217,0.130738
data_1,D1-003,T2,D1-003_T2,44,6.441593,0.135873
data_1,D1-003,T2,D1-003_T2,45,6.344711,0.135024
data_1,D1-003,T2,D1-003_T2,46,6.335476,0.130551
data_1,D1-003,T2,D1-003_T2,47,6.183448,0.121578
data_1,D1-003,T2,D1-003_T2,48,6.201164,0.125149
data_1,D1-003,T2,D1-003_T2,49,6.322564,0.117986
data_1,D1-004,T2,D1-004_T2,0,4.689442,0.004021
data_1,D1-004,T2,D1-004_T2,1,4.591080,0.003464
data_1,D1-004,T2,D1-004_T2,2,4.780028,0.003352
data_1,D1-004,T2,D1-004_T2,3,4.429269,0.003342
data_1,D1-004,T2,D1-004_T2,4,4.693184,0.004459
data_1,D1-004,T2,D1-004_T2,5,4.654033,0.005177
data_1,D1-004,T2,D1-004_T2,6,4.753989,0.005139
data_1,D1-004,T2,D1-004_T2,7,4.732759,0.004739
data_1,D1-004,T2,D1-004_T2,8,4.751251,0.004296
data_1,D1-004,T2,D1-004_T2,9,4.897074,0.003491
data_1,D1-004,T2,D1-004_T2,10,5.097833,0.003648
data_1,D1-004,T2,D1-004_T2,11,5.447682,0.003737
data_1,D1-004,T2,D1-004_T2,12,5.067919,0.003067
data_1,D1-004,T2,D1-004_T2,13,5.543079,0.002772
data_1,D1-004,T2,D1-004_T2,14,5.386556,0.002393
data_1,D1-004,T2,D1-004_T2,15,5.736066,0.002299
data_1,D1-004,T2,D1-004_T2,16,5.396550,0.001570
data_1,D1-004,T2,D1-004_T2,17,5.577232,0.001647
data_1,D1-004,T2,D1-004_T2,18,5.519059,0.002182
data_1,D1-004,T2,D1-004_T2,19,5.609691,0.002776
data_1,D1-004,T2,D1-004_T2,20,5.487335,0.002906
data_1,D1-004,T2,D1-004_T2,21,5.601731,0.003287
data_1,D1-004,T2,D1-004_T2,22,5.551418,0.002915
data_1,D1-004,T2,D1-004_T2,23,5.889989,0.003328
data_1,D1-004,T2,D1-004_T2,24,5.623527,0.003342
data_1,D1-004,T2,D1-004_T2,25,5.677596,0.003184
data_1,D1-004,T2,D1-004_T2,26,5.561581,0.003301
data_1,D1-004,T2,D1-004_T2,27,5.574004,0.004107
data_1,D1-004,T2,D1-004_T2,28,5.414503,0.003953
data_1,D1-004,T2,D1-004_T2,29,5.507739,0.004412
data_1,D1-004,T2,D1-004_T2,30,5.668651,0.004666
data_1,D1-004,T2,D1-004_T2,31,5.598830,0.004712
data_1,D1-004,T2,D1-004_T2,32,5.645688,0.004953
data_1,D1-004,T2,D1-004_T2,33,5.896874,0.005414
data_1,D1-004,T2,D1-004_T2,34,6.052167,0.005442
data_1,D1-004,T2,D1-004_T2,35,5.954983,0.005916
data_1,D1-004,T2,D1-004_T2,36,5.972771,0.005243
data_1,D1-004,T2,D1-004_T2,37,5.745053,0.004916
data_1,D1-004,T2,D1-004_T2,38,5.679114,0.003880
data_1,D1-004,T2,D1-004_T2,39,5.690599,0.004627
data_1,D1-004,T2,D1-004_T2,40,5.699277,0.004764
data_1,D1-004,T2,D1-004_T2,41,5.691057,0.005175
data_1,D1-004,T2,D1-004_T2,42,5.816896,0.005254
data_1,D1-004,T2,D1-004_T2,43,5.753168,0.004901
data_1,D1-004,T2,D1-004_T2,44,6.125695,0.006027
data_1,D1-004,T2,D1-004_T2,45,6.248860,0.005582
data_1,D1-004,T2,D1-004_T2,46,6.206615,0.006021
data_1,D1-004,T2,D1-004_T2,47,5.810441,0.005030
data_1,D1-004,T2,D1-004_T2,48,5.708409,0.004713
data_1,D1-004,T2,D1-004_T2,49,5.464924,0.003606
data_1,D1-004,T2,D1-004_T2,50,5.371006,0.003338
data_1,D1-004,T2,D1-004_T2,51,5.610235,0.003873
data_1,D1-004,T2,D1-004_T2,52,5.549993,0.004010
data_1,D1-004,T2,D1-004_T2,53,5.446519,0.004056
data_1,D1-004,T2,D1-004_T2,54,5.145974,0.003780
data_1,D1-004,T2,D1-004_T2,55,5.189094,0.003655
data_1,D1-004,T2,D1-004_T2,56,5.094059,0.003749
data_1,D1-004,T2,D1-004_T2,57,4.984430,0.003464
data_1,D1-004,T2,D1-004_T2,58,4.693936,0.003080
data_1,D1-004,T2,D1-004_T2,59,4.614989,0.003273
data_1,D1-004,T2,D1-004_T2,60,4.643407,0.004188
data_1,D1-004,T2,D1-004_T2,61,4.688744,0.003583
data_1,D1-004,T2,D1-004_T2,62,4.965843,0.004233
data_1,D1-004,T2,D1-004_T2,63,4.666786,0.004892
data_1,D1-004,T2,D1-004_T2,64,4.577318,0.004924
data_1,D1-004,T2,D1-004_T2,65,4.743340,0.005394
data_1,D1-004,T2,D1-004_T2,66,4.768683,0.004511
data_1,D1-004,T2,D1-004_T2,67,4.899148,0.005690
data_1,D1-004,T2,D1-004_T2,68,4.482269,0.006769
data_1,D1-004,T2,D1-004_T2,69,4.764836,0.008372
data_1,D1-004,T2,D1-004_T2,70,4.483822,0.008499
data_1,D1-004,T2,D1-004_T2,71,4.534008,0.008463
data_1,D1-004,T2,D1-004_T2,72,4.603062,0.009382
data_1,D1-004,T2,D1-004_T2,73,4.800789,0.008391
data_1,D1-004,T2,D1-004_T2,74,6.732780,0.012450
data_1,D1-004,T2,D1-004_T2,75,4.391453,0.005317
data_1,D1-005,T2,D1-005_T2,0,5.920501,0.151156
data_1,D1-005,T2,D1-005_T2,1,6.159870,0.147573
data_1,D1-005,T2,D1-005_T2,2,6.481807,0.124267
data_1,D1-005,T2,D1-005_T2,3,6.761489,0.162655
data_1,D1-005,T2,D1-005_T2,4,6.944414,0.168082
data_1,D1-005,T2,D1-005_T2,5,7.084330,0.144810
data_1,D1-005,T2,D1-005_T2,6,7.011000,0.176170
data_1,D1-005,T2,D1-005_T2,7,7.031274,0.184567
data_1,D1-005,T2,D1-005_T2,8,7.128937,0.164379
data_1,D1-005,T2,D1-005_T2,9,6.806400,0.188453
data_1,D1-005,T2,D1-005_T2,10,6.673371,0.191125
data_1,D1-005,T2,D1-005_T2,11,6.725486,0.173530
data_1,D1-005,T2,D1-005_T2,12,7.401949,0.193638
data_1,D1-005,T2,D1-005_T2,13,7.314292,0.201090
data_1,D1-005,T2,D1-005_T2,14,7.434190,0.194016
data_1,D1-005,T2,D1-005_T2,15,7.064038,0.194180
data_1,D1-005,T2,D1-005_T2,16,7.151528,0.211360
data_1,D1-005,T2,D1-005_T2,17,7.216888,0.203963
data_1,D1-005,T2,D1-005_T2,18,7.188293,0.186500
data_1,D1-005,T2,D1-005_T2,19,7.174637,0.209032
data_1,D1-005,T2,D1-005_T2,20,7.287887,0.200037
data_1,D1-005,T2,D1-005_T2,21,7.818528,0.179750
data_1,D1-005,T2,D1-005_T2,22,7.913426,0.202947
data_1,D1-005,T2,D1-005_T2,23,8.038141,0.195809
data_1,D1-005,T2,D1-005_T2,24,7.640696,0.168063
data_1,D1-005,T2,D1-005_T2,25,7.853317,0.198115
data_1,D1-005,T2,D1-005_T2,26,7.518543,0.185995
data_1,D1-005,T2,D1-005_T2,27,7.489008,0.169283
data_1,D1-005,T2,D1-005_T2,28,7.607033,0.190438
data_1,D1-005,T2,D1-005_T2,29,7.639891,0.187246
data_1,D1-005,T2,D1-005_T2,30,7.525468,0.184467
data_1,D1-005,T2,D1-005_T2,31,7.318354,0.202407
data_1,D1-005,T2,D1-005_T2,32,7.127001,0.187529
data_1,D1-005,T2,D1-005_T2,33,7.007427,0.182204
data_1,D1-005,T2,D1-005_T2,34,6.831096,0.193335
data_1,D1-005,T2,D1-005_T2,35,6.703439,0.175379
data_1,D1-005,T2,D1-005_T2,36,6.512062,0.185633
data_1,D1-005,T2,D1-005_T2,37,6.495504,0.191207
data_1,D1-005,T2,D1-005_T2,38,6.480926,0.180330
data_1,D1-005,T2,D1-005_T2,39,6.725309,0.198157
data_1,D1-006,T1,D1-006_T1FS,0,5.453538,0.008342
data_1,D1-006,T1,D1-006_T1FS,1,5.487269,0.005917
data_1,D1-006,T1,D1-006_T1FS,2,5.624035,0.002695
data_1,D1-006,T1,D1-006_T1FS,3,5.926423,0.001459
data_1,D1-006,T1,D1-006_T1FS,4,5.613363,0.000937
data_1,D1-006,T1,D1-006_T1FS,5,5.403685,0.000788
data_1,D1-006,T1,D1-006_T1FS,6,5.286194,0.001059
data_1,D1-006,T1,D1-006_T1FS,7,5.261752,0.002934
data_1,D1-006,T1,D1-006_T1FS,8,5.155033,0.004351
data_1,D1-006,T1,D1-006_T1FS,9,5.088841,0.006570
data_1,D1-006,T1,D1-006_T1FS,10,5.152436,0.009490
data_1,D1-006,T1,D1-006_T1FS,11,5.383144,0.013068
data_1,D1-006,T1,D1-006_T1FS,12,5.461350,0.017609
data_1,D1-006,T1,D1-006_T1FS,13,5.695419,0.022609
data_1,D1-006,T1,D1-006_T1FS,14,5.670011,0.027337
data_1,D1-006,T1,D1-006_T1FS,15,5.608281,0.031375
data_1,D1-006,T1,D1-006_T1FS,16,5.515173,0.035043
data_1,D1-006,T1,D1-006_T1FS,17,5.517692,0.038202
data_1,D1-006,T1,D1-006_T1FS,18,5.614176,0.041433
data_1,D1-006,T1,D1-006_T1FS,19,5.786575,0.043403
data_1,D1-006,T1,D1-006_T1FS,20,6.075813,0.044939
data_1,D1-006,T1,D1-006_T1FS,21,6.058339,0.045664
data_1,D1-006,T1,D1-006_T1FS,22,6.475364,0.046109
data_1,D1-006,T1,D1-006_T1FS,23,6.409090,0.045512
data_1,D1-006,T1,D1-006_T1FS,24,6.291295,0.044270
data_1,D1-006,T1,D1-006_T1FS,25,6.374660,0.042069
data_1,D1-006,T1,D1-006_T1FS,26,6.032248,0.038919
data_1,D1-006,T1,D1-006_T1FS,27,6.292722,0.035572
data_1,D1-006,T1,D1-006_T1FS,28,7.457438,0.032469
data_1,D1-006,T1,D1-006_T1FS,29,7.511997,0.027740
data_1,D1-006,T1,D1-006_T1FS,30,7.175936,0.022724
data_1,D1-006,T1,D1-006_T1FS,31,6.884082,0.017318
data_1,D1-006,T1,D1-006_T1FS,32,6.562619,0.012843
data_1,D1-006,T1,D1-006_T1FS,33,6.383244,0.009220
data_1,D1-006,T1,D1-006_T1FS,34,6.127610,0.006375
data_1,D1-006,T1,D1-006_T1FS,35,5.942752,0.004028
data_1,D1-006,T1,D1-006_T1FS,36,5.688198,0.002617
data_1,D1-006,T1,D1-006_T1FS,37,5.589699,0.000850
data_1,D1-006,T1,D1-006_T1FS,38,5.804787,0.001302
data_1,D1-006,T1,D1-006_T1FS,39,6.332424,0.003064
data_1,D1-006,T1,D1-006_T1FS,40,6.481951,0.004160
data_1,D1-006,T1,D1-006_T1FS,41,6.605222,0.004593
data_1,D1-006,T1,D1-006_T1FS,42,6.741478,0.004071
data_1,D1-006,T1,D1-006_T1FS,43,7.308620,0.003331
data_1,D1-006,T2,D1-006_T2,0,8.524823,0.198075
data_1,D1-006,T2,D1-006_T2,1,8.216766,0.198184
data_1,D1-006,T2,D1-006_T2,2,7.521248,0.197907
data_1,D1-006,T2,D1-006_T2,3,7.138911,0.198564
data_1,D1-006,T2,D1-006_T2,4,6.691451,0.198780
data_1,D1-006,T2,D1-006_T2,5,6.307797,0.199436
data_1,D1-006,T2,D1-006_T2,6,6.042552,0.200162
data_1,D1-006,T2,D1-006_T2,7,5.891850,0.201573
data_1,D1-006,T2,D1-006_T2,8,5.838353,0.203417
data_1,D1-006,T2,D1-006_T2,9,5.772941,0.205748
data_1,D1-006,T2,D1-006_T2,10,5.724194,0.208272
data_1,D1-006,T2,D1-006_T2,11,5.636647,0.211672
data_1,D1-006,T2,D1-006_T2,12,5.558325,0.215233
data_1,D1-006,T2,D1-006_T2,13,5.543274,0.219391
data_1,D1-006,T2,D1-006_T2,14,5.583564,0.224182
data_1,D1-006,T2,D1-006_T2,15,5.600074,0.229669
data_1,D1-006,T2,D1-006_T2,16,5.581748,0.235872
data_1,D1-006,T2,D1-006_T2,17,5.975912,0.242538
data_1,D1-006,T2,D1-006_T2,18,7.479253,0.251190
data_1,D1-006,T2,D1-006_T2,19,5.775934,0.252586
data_1,D1-006,T2,D1-006_T2,20,5.635440,0.256168
data_1,D1-006,T2,D1-006_T2,21,5.656489,0.259339
data_1,D1-006,T2,D1-006_T2,22,5.904253,0.262716
data_1,D1-006,T2,D1-006_T2,23,6.105872,0.265199
data_1,D1-006,T2,D1-006_T2,24,6.260619,0.266701
data_1,D1-006,T2,D1-006_T2,25,6.452346,0.268434
data_1,D1-006,T2,D1-006_T2,26,6.548636,0.268813
data_1,D1-006,T2,D1-006_T2,27,6.507758,0.268936
data_1,D1-006,T2,D1-006_T2,28,6.410643,0.268182
data_1,D1-006,T2,D1-006_T2,29,6.274819,0.267079
data_1,D1-006,T2,D1-006_T2,30,6.130084,0.264703
data_1,D1-006,T2,D1-006_T2,31,5.855064,0.261833
data_1,D1-006,T2,D1-006_T2,32,5.682563,0.257844
data_1,D1-006,T2,D1-006_T2,33,5.538443,0.254484
data_1,D1-006,T2,D1-006_T2,34,5.414868,0.249699
data_1,D1-006,T2,D1-006_T2,35,5.301485,0.244625
data_1,D1-006,T2,D1-006_T2,36,5.163458,0.238466
data_1,D1-006,T2,D1-006_T2,37,5.090875,0.232739
data_1,D1-006,T2,D1-006_T2,38,5.094365,0.226513
data_1,D1-006,T2,D1-006_T2,39,5.098129,0.221012
data_1,D1-006,T2,D1-006_T2,40,5.096285,0.216384
data_1,D1-006,T2,D1-006_T2,41,5.036115,0.212526
data_1,D1-006,T2,D1-006_T2,42,5.181956,0.208799
data_1,D1-006,T2,D1-006_T2,43,5.323570,0.205384
data_1,D1-006,T2,D1-006_T2,44,5.642526,0.202726
data_1,D1-006,T2,D1-006_T2,45,5.894075,0.200199
data_1,D1-006,T2,D1-006_T2,46,6.239614,0.198903
data_1,D1-006,T2,D1-006_T2,47,6.709844,0.197689
data_1,D1-006,T2,D1-006_T2,48,7.071035,0.196763
data_1,D1-006,T2,D1-006_T2,49,7.894971,0.196052
data_1,D1-006,T2,D1-006_T2,50,7.994312,0.194604
data_1,D1-006,T2,D1-006_T2,51,8.260061,0.193694
data_1,D1-006,T2,D1-006_T2,52,8.865409,0.194083
data_1,D1-006,T2,D1-006_T2,53,11.074422,0.200203
data_1,D1-007,T1,D1-007_T1FS,0,8.335015,0.267642
data_1,D1-007,T1,D1-007_T1FS,1,8.688340,0.279491
data_1,D1-007,T1,D1-007_T1FS,2,8.973714,0.288556
data_1,D1-007,T1,D1-007_T1FS,3,9.202444,0.293863
data_1,D1-007,T1,D1-007_T1FS,4,9.435295,0.299852
data_1,D1-007,T1,D1-007_T1FS,5,9.621992,0.305003
data_1,D1-007,T1,D1-007_T1FS,6,9.812460,0.308734
data_1,D1-007,T1,D1-007_T1FS,7,10.063384,0.310589
data_1,D1-007,T1,D1-007_T1FS,8,10.221571,0.309188
data_1,D1-007,T1,D1-007_T1FS,9,10.320777,0.306939
data_1,D1-007,T1,D1-007_T1FS,10,10.413354,0.306244
data_1,D1-007,T1,D1-007_T1FS,11,10.545082,0.306273
data_1,D1-007,T1,D1-007_T1FS,12,10.645442,0.306280
data_1,D1-007,T1,D1-007_T1FS,13,10.807514,0.304938
data_1,D1-007,T1,D1-007_T1FS,14,11.053416,0.301411
data_1,D1-007,T1,D1-007_T1FS,15,11.304919,0.297407
data_1,D1-007,T1,D1-007_T1FS,16,11.547960,0.293807
data_1,D1-007,T1,D1-007_T1FS,17,11.639077,0.290041
data_1,D1-007,T1,D1-007_T1FS,18,11.385074,0.284967
data_1,D1-007,T1,D1-007_T1FS,19,11.509296,0.281575
data_1,D1-007,T1,D1-007_T1FS,20,11.908248,0.280608
data_1,D1-007,T1,D1-007_T1FS,21,13.124011,0.288861
data_1,D1-007,T1,D1-007_T1FS,22,13.542585,0.293213
data_1,D1-007,T1,D1-007_T1FS,23,13.548855,0.293292
data_1,D1-007,T1,D1-007_T1FS,24,13.421800,0.291924
data_1,D1-007,T1,D1-007_T1FS,25,13.229963,0.291405
data_1,D1-007,T1,D1-007_T1FS,26,12.991012,0.291877
data_1,D1-007,T1,D1-007_T1FS,27,12.884892,0.291052
data_1,D1-007,T1,D1-007_T1FS,28,12.903068,0.289311
data_1,D1-007,T1,D1-007_T1FS,29,12.998141,0.288053
data_1,D1-007,T1,D1-007_T1FS,30,13.118614,0.285809
data_1,D1-007,T1,D1-007_T1FS,31,13.029154,0.282252
data_1,D1-007,T1,D1-007_T1FS,32,12.259045,0.276147
data_1,D1-007,T1,D1-007_T1FS,33,10.775910,0.268420
data_1,D1-007,T1,D1-007_T1FS,34,10.513733,0.266537
data_1,D1-007,T1,D1-007_T1FS,35,10.400801,0.265142
data_1,D1-007,T1,D1-007_T1FS,36,10.266266,0.263522
data_1,D1-007,T1,D1-007_T1FS,37,10.133315,0.261837
data_1,D1-007,T1,D1-007_T1FS,38,9.985596,0.260252
data_1,D1-007,T1,D1-007_T1FS,39,9.875313,0.258811
data_1,D1-007,T1,D1-007_T1FS,40,9.747854,0.258112
data_1,D1-007,T1,D1-007_T1FS,41,9.720941,0.258346
data_1,D1-007,T1,D1-007_T1FS,42,9.718315,0.258986
data_1,D1-007,T1,D1-007_T1FS,43,9.608420,0.259054
data_1,D1-007,T1,D1-007_T1FS,44,9.403460,0.258230
data_1,D1-007,T1,D1-007_T1FS,45,9.167136,0.257220
data_1,D1-007,T1,D1-007_T1FS,46,9.041756,0.256110
data_1,D1-007,T1,D1-007_T1FS,47,8.994820,0.254763
data_1,D1-007,T1,D1-007_T1FS,48,9.013901,0.253844
data_1,D1-007,T1,D1-007_T1FS,49,8.981648,0.253325
data_1,D1-007,T1,D1-007_T1FS,50,8.894308,0.252949
data_1,D1-007,T1,D1-007_T1FS,51,8.702795,0.251947
data_1,D1-007,T1,D1-007_T1FS,52,8.467113,0.250943
data_1,D1-007,T1,D1-007_T1FS,53,8.189386,0.249896
data_1,D1-007,T1,D1-007_T1FS,54,8.044079,0.249136
data_1,D1-007,T1,D1-007_T1FS,55,7.937344,0.248450
data_1,D1-007,T1,D1-007_T1FS,56,7.867541,0.247510
data_1,D1-007,T1,D1-007_T1FS,57,7.807729,0.247256
data_1,D1-007,T1,D1-007_T1FS,58,7.783409,0.247455
data_1,D1-007,T1,D1-007_T1FS,59,7.755611,0.248241
data_1,D1-007,T1,D1-007_T1FS,60,7.782963,0.249051
data_1,D1-007,T1,D1-007_T1FS,61,7.787984,0.247795
data_1,D1-007,T1,D1-007_T1FS,62,7.824964,0.246074
data_1,D1-007,T1,D1-007_T1FS,63,7.831342,0.244115
data_1,D1-007,T1,D1-007_T1FS,64,7.843932,0.242108
data_1,D1-007,T1,D1-007_T1FS,65,7.850624,0.240816
data_1,D1-007,T1,D1-007_T1FS,66,7.902861,0.240169
data_1,D1-007,T1,D1-007_T1FS,67,7.973680,0.239367
data_1,D1-007,T1,D1-007_T1FS,68,8.042442,0.238470
data_1,D1-007,T1,D1-007_T1FS,69,8.042673,0.236949
data_1,D1-007,T1,D1-007_T1FS,70,7.978698,0.235217
data_1,D1-007,T1,D1-007_T1FS,71,7.981364,0.233916
data_1,D1-007,T1,D1-007_T1FS,72,7.970563,0.233187
data_1,D1-007,T1,D1-007_T1FS,73,7.998947,0.232864
data_1,D1-007,T1,D1-007_T1FS,74,7.990236,0.232879
data_1,D1-007,T1,D1-007_T1FS,75,8.008237,0.231573
data_1,D1-007,T1,D1-007_T1FS,76,8.131612,0.230826
data_1,D1-007,T1,D1-007_T1FS,77,8.214181,0.230013
data_1,D1-007,T1,D1-007_T1FS,78,8.282456,0.228782
data_1,D1-007,T1,D1-007_T1FS,79,8.327637,0.227709
data_1,D1-007,T1,D1-007_T1FS,80,8.376028,0.226984
data_1,D1-007,T1,D1-007_T1FS,81,8.410652,0.226309
data_1,D1-007,T1,D1-007_T1FS,82,8.337702,0.225486
data_1,D1-007,T1,D1-007_T1FS,83,8.355283,0.224759
data_1,D1-007,T1,D1-007_T1FS,84,8.423301,0.224420
data_1,D1-007,T1,D1-007_T1FS,85,8.532328,0.223889
data_1,D1-007,T1,D1-007_T1FS,86,8.563100,0.222826
data_1,D1-007,T1,D1-007_T1FS,87,8.847764,0.222373
data_1,D1-007,T1,D1-007_T1FS,88,9.326475,0.222326
data_1,D1-007,T1,D1-007_T1FS,89,9.782651,0.221814
data_1,D1-007,T1,D1-007_T1FS,90,10.128836,0.220653
data_1,D1-007,T1,D1-007_T1FS,91,10.501251,0.220128
data_1,D1-007,T1,D1-007_T1FS,92,11.219295,0.220818
data_1,D1-007,T1,D1-007_T1FS,93,11.511018,0.220838
data_1,D1-007,T1,D1-007_T1FS,94,11.623883,0.220591
data_1,D1-007,T1,D1-007_T1FS,95,11.481940,0.219623
data_1,D1-007,T1,D1-007_T1FS,96,11.273953,0.219764
data_1,D1-007,T1,D1-007_T1FS,97,11.207621,0.222559
data_1,D1-007,T1,D1-007_T1FS,98,11.139318,0.226244
data_1,D1-007,T1,D1-007_T1FS,99,11.081438,0.229637
data_1,D1-007,T1,D1-007_T1FS,100,10.858716,0.230446
data_1,D1-007,T1,D1-007_T1FS,101,10.600795,0.227820
data_1,D1-007,T1,D1-007_T1FS,102,10.446414,0.224164
data_1,D1-007,T1,D1-007_T1FS,103,10.354685,0.221146
data_1,D1-007,T1,D1-007_T1FS,104,10.218110,0.216348
data_1,D1-007,T1,D1-007_T1FS,105,10.042565,0.209635
data_1,D1-007,T1,D1-007_T1FS,106,9.941364,0.203918
data_1,D1-007,T1,D1-007_T1FS,107,9.904082,0.198620
data_1,D1-007,T2,D1-007_T2,0,6.166161,0.253373
data_1,D1-007,T2,D1-007_T2,1,6.093054,0.255206
data_1,D1-007,T2,D1-007_T2,2,6.024110,0.254602
data_1,D1-007,T2,D1-007_T2,3,5.828467,0.251607
data_1,D1-007,T2,D1-007_T2,4,5.767054,0.250008
data_1,D1-007,T2,D1-007_T2,5,5.802658,0.253912
data_1,D1-007,T2,D1-007_T2,6,5.818775,0.251350
